date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare,report_date,epsEstimated,time,revenueEstimated,updatedFromDate,fiscalDateEnding,surprise(%),QuarterAvgPrice,QuarterAvgVolume
1996-06-30,CMCSA,USD,1166691,1996-06-30,1996-06-29 20:00:00,1996,Q2,945600000.0,0.0,945600000.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167400000.0,1113000000.0,1.1770304569,945600000.0,1.0,-945600000.0,0.0,0.0,928700000.0,16900000.0,0.0178722504,0.0133,0.0133,1266866567,1266866567,,,0.746408520543111,0.0133399999970162,0.1271641419833916,-0.0050518343183966,0.3218176330641141,-0.0405725443696234,-0.0405725443696234,-0.699126508719367,5.733595146646569,3851274363.68,10707274363.68,56.9715142556213,4.072836679018613,23.906110264928618,-601.761619325,-4.348283124850401,-4.348283124850401,11.323259690862944,9.620192599892183,66.4635280178771,-1673.011619325,0.0043881578937553,-0.0016617876047357,-8.201083888449814,0.7547799160397356,6.159928122192273,1.1963237416995476,0.0,9.0,0.0014280987228197,0.3254437869822485,0.0,0.0,0.0,1.0397268777157045,0.1771362098138748,1.0005973715651135,0.0,,,0.0017560995885115,-7.0179056197320895,204000000.0,-51400000.0,-8431900000.0,2161600000.0,353900000.0,835500000.0,241950000.0,32.360406091370564,0.0,0.0,2.781176470588236,0.0,0.0,-0.0190809529185954,0.1322159763017883,1996-08-12,,bmo,,2025-04-25,1996-06-30,,2.916190476190476,1727133.3333333333
1996-03-31,CMCSA,USD,1166691,1996-03-31,1996-03-30 19:00:00,1996,Q1,950700000.0,0.0,950700000.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156900000.0,1107600000.0,1.1650362891,950700000.0,1.0,-950700000.0,0.0,0.0,985300000.0,-34600000.0,-0.0363942358,-0.0233,-0.0233,1482116085,1482116085,,,0.6414477311336919,-0.0233449999970818,0.0864304768678089,0.0112676734089961,0.3442375433095714,0.0189593786103468,0.0189593786103468,-0.5545449565780807,4.835788554308821,4224030842.25,10881030842.25,-30.520454062500004,4.443074410697381,32.97447964285715,252.9359785778443,-5.139348877296508,-5.139348877296508,11.445283309403598,9.82397150799025,84.94169275761124,651.5587330688622,-0.0081912280691515,0.0039535696171916,-8.720282272782576,0.7421074974891022,6.010292524377031,1.4127377179080824,0.0,-3.702312138728323,0.0013257478955852,-0.1618497109826589,0.0,0.0,0.0,0.8696330991412958,0.11717681708215,0.710006373486297,0.0,,,-0.0035825593555534,-5.885740049842317,416700000.0,28100000.0,-8203500000.0,2273500000.0,379250000.0,909000000.0,242100000.0,34.81855474913222,0.0,0.0,2.584828711256117,0.0,0.0,0.0420975787808735,0.0751628034588127,1996-05-13,,bmo,,2025-04-25,1996-03-31,,3.1744444444444446,2445695.238095238
1995-12-31,CMCSA,USD,1166691,1995-12-31,1995-12-30 19:00:00,1995,Q4,1005500000.0,0.0,1005500000.0,1.0,0,0.0,0.0,0.0,2147500000.0,2147500000.0,2147500000.0,0.0,0.0,154400000.0,3307400000.0,3.2893088016,3153000000.0,3.1357533565,-3153000000.0,0.0,0.0,3159600000.0,-6600000.0,-0.0065638986,-0.0059,-0.0059,1109445277,1109445277,,,0.9063087840789464,-0.0059489189208563,0.13430135139509,0.0023435135142767,0.4859185136717653,-0.0031547297307571,-4.849450542119889,-0.6989979732006196,6.335778920982328,3306146925.46,9796246925.46,-125.23283808560603,3.2880625812630533,22.18890554,1271.594971330769,-4.263245551850419,-4.263245551850419,9.742662282904028,2.961917798107274,65.74662366080537,3767.7872790230767,-0.0019962815170658,0.0007864139309653,-9.064087685364282,0.7337139755540014,1.962296668077644,1.473754567329115,0.0,-25.25423728813559,0.0016938146205407,-0.8484848484848485,0.0,0.0,0.561224596307005,0.9825503355704698,0.1455992043759323,0.9481865284974094,0.0,,,-0.0015700827861832,-7.778639630911692,531600000.0,-5380200000.0,-7930100000.0,7551900000.0,363650000.0,882650000.0,233650000.0,34.97066136250621,0.0,0.0,2.5735858715126696,0.0,0.0,0.0085106382978723,0.1319578378808133,1996-03-01,,bmo,,2025-04-25,1995-12-31,,3.104285714285714,1761494.9523809524
1995-09-30,CMCSA,USD,1166691,1995-09-30,1995-09-29 20:00:00,1995,Q3,870200000.0,443600000.0,426600000.0,0.4902321305,0,0.0,0.0,162600000.0,147600000.0,310200000.0,753800000.0,0.0,0.0,147700000.0,264100000.0,0.3034934498,116400000.0,0.1337623535,-100000000.0,16400000.0,0.0188462422,18400000.0,-7400000.0,-0.0085037922,-0.0067,-0.0067,1109445277,1109445277,,,0.7843559462013916,-0.0066700000021722,0.1486328378862439,0.0246068918999057,0.5556831082890806,-0.0436254054196131,-0.0436254054196131,-0.6780866218424579,6.191021893908157,3672263866.87,9924363866.87,-124.06296847533784,4.220022830234429,22.26964140006065,134.51515995860805,-4.881382250259205,-4.881382250259205,11.404693020995172,37.578053263422944,60.18413503256519,363.52981197326005,-0.0020151057408375,0.0074341063141709,-9.130134254951482,0.7435642063784181,23.673229837182884,1.3013698630136987,0.0,-82.45,0.0015249448849581,-0.7567567567567568,0.0,0.0,0.0,0.834445118253487,0.1581245690645828,0.9316181448882872,0.0,,-0.001701971362431,-0.000801091216143,-7.485632840275726,345400000.0,-48400000.0,-7794300000.0,1899500000.0,319100000.0,754300000.0,210350000.0,34.81268673868077,162.57213706041478,45.42605951307484,2.5852644087938206,0.5536003993510545,1.9812416257257703,0.0098365013957197,0.1240259459863381,1995-11-10,,bmo,,2025-04-25,1995-09-30,,3.4052380952380954,1493371.4285714286
1995-06-30,CMCSA,USD,1166691,1995-06-30,1995-06-29 20:00:00,1995,Q2,823600000.0,0.0,823600000.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143500000.0,967100000.0,1.1742350656,823600000.0,1.0,-823600000.0,0.0,0.0,852900000.0,-29300000.0,-0.0355755221,-0.02,-0.02,1464267866,1464267866,,,0.5624653925171913,-0.0200100000009151,0.09151331058439,-0.0651520136548567,0.3058866553040917,-0.0296393856668845,-0.0296393856668845,-0.5150013993409591,4.5971779865583695,4436731633.98,10720331633.98,-37.85607196228669,5.386998098567265,33.109937567014924,-46.506620901257854,-5.883479159236175,-5.883479159236175,13.01642986155901,11.085029091076414,80.00247488044776,-112.37244899350104,-0.0066039603963416,-0.0215023147375764,-8.926534942315342,0.7473631619851226,6.497363250956468,1.131404885792398,0.0,-4.573378839590443,0.0012621903829185,-0.1911262798634812,0.0,0.0,0.0,1.7119402985074628,0.2785332685769791,1.5986062717770035,0.0,,,-0.0032530254246697,-5.653268908108375,149000000.0,-43400000.0,-7767500000.0,1623800000.0,293450000.0,654850000.0,195250000.0,32.95774647887324,0.0,0.0,2.730769230769231,0.0,0.0,0.038854263360297,0.1566653242392468,1995-08-16,,bmo,,2025-04-25,1995-06-30,,2.691904761904762,1349218.825396825
1995-03-31,CMCSA,USD,1166691,1995-03-31,1995-03-30 19:00:00,1995,Q1,663600000.0,0.0,663600000.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243500000.0,907100000.0,1.3669379144,663600000.0,1.0,-663600000.0,0.0,0.0,664200000.0,-600000.0,-0.0009041591,-0.0004,-0.0004,1464267866,1464267866,,,0.4531957679388151,-0.0004097610921689,0.0497176791831611,-0.0251320136530265,0.2840327303884165,0.0528591808897894,0.0528591808897894,-0.4959475085551048,4.294296245930183,3792453772.94,9664553772.94,-1580.189072058333,5.714969519198312,52.09414523269231,-103.0558090472826,-5.22232686992564,-5.22232686992564,14.563824250964434,10.654342159563445,132.75485951840656,-262.6237438298913,-0.0001582089158953,-0.0097034801749137,-8.658771688240154,0.7432536258436662,6.473486936390696,1.0461104140526976,0.0,-121.33333333333331,0.0014766165483564,-9.333333333333334,0.0,0.0,0.0,1.5054945054945057,0.1651597347799879,0.4501026694045174,0.0,,,-7.092114750416662e-05,-5.228534462696459,44100000.0,77400000.0,-7382200000.0,1342200000.0,196750000.0,502650000.0,96850000.0,38.69349005424955,0.0,0.0,2.3259726603575186,0.0,0.0,0.0008262186725419,0.0748496928361876,1995-05-11,,bmo,,2025-04-25,1995-03-31,,2.5731746031746034,1300466.6666666667
1994-12-31,CMCSA,USD,1166691,1994-12-31,1994-12-30 19:00:00,1994,Q4,360200000.0,0.0,360200000.0,1.0,0,0.0,0.0,0.0,822200000.0,822200000.0,822200000.0,0.0,0.0,93200000.0,1275600000.0,3.5413659078,1182400000.0,3.2826207662,-1182400000.0,0.0,0.0,1211900000.0,-29500000.0,-0.081898945,-0.0227,-0.0227,1296851574,1296851574,,,0.2777495954213184,-0.0227473988476648,0.0878280924999671,0.0117206936435425,0.2585492485973572,-0.0764158381628335,-3.237687399375436,-0.5604342197451812,3.8504020815569446,3319940029.44,7978040029.440001,-28.135084995254235,9.216935117823432,29.147849248814747,218.4171072,-4.567886666813428,-4.567886666813428,22.148917349916715,6.254343077328317,70.0442496,524.8710545684211,-0.008885702674869,0.0045783959545088,-6.870390753990094,0.7383409729410025,3.651693320790217,0.9211323039660916,0.0,-3.861016949152543,0.0016867774569243,-0.1898305084745762,0.0,0.0,0.6061954753807481,0.8665496049165935,0.2740144364242087,1.0590128755364807,0.0,,,-0.0110764840611271,-4.9702295383881765,-52100000.0,-4198800000.0,-6253600000.0,5305300000.0,100500000.0,341000000.0,0.0,27.03498056635203,0.0,0.0,3.3290203327171906,0.0,0.0,0.0405888827738029,0.0761073988564245,1995-02-23,,bmo,,2025-04-25,1994-12-31,,2.687936507936508,1880419.047619048
1994-09-30,CMCSA,USD,1166691,1994-09-30,1994-09-29 20:00:00,1994,Q3,345800000.0,103200000.0,242600000.0,0.7015615963,0,0.0,0.0,96400000.0,82800000.0,179200000.0,282400000.0,0.0,0.0,82800000.0,146200000.0,0.4227877386,63400000.0,0.1833429728,-81700000.0,-18300000.0,-0.0529207634,-1000000.0,-17300000.0,-0.0500289184,-0.0133,-0.0133,1296851574,1296851574,,,0.2666457803905939,-0.0133400000021899,0.0828930635974229,0.0223618497146536,0.2617107514880496,-0.2149821965670837,-0.2149821965670837,-0.4908811561499481,3.0517756074374014,3294002997.96,6912302997.96,-47.60119939248555,9.525746090109893,30.64188835311628,113.58631027448276,-5.174368517059379,-5.174368517059379,19.98930884314633,47.279774267852254,64.30049300427908,238.35527579172413,-0.0052519685047991,0.0088038778404148,-6.216933710336161,0.7972643580910941,24.74897400820793,1.3597033374536465,0.0,-6.213872832369942,0.0016697009697338,-0.3179190751445087,0.0,0.0,0.0,0.7302325581395349,0.2270098322729901,0.9480676328502416,0.0,,0.0129859858572784,-0.0034850224612719,-3.7274119081263497,174600000.0,-278800000.0,-4582900000.0,1215400000.0,86050000.0,268250000.0,0.0,24.152689415847316,243.40116279069767,0.0,3.726293103448276,0.3697599426728771,0.0,0.0271756204838202,0.0605312138827692,1994-11-08,,bmo,,2025-04-25,1994-09-30,,2.72,1995768.75
1994-06-30,CMCSA,USD,1166691,1994-06-30,1994-06-29 20:00:00,1994,Q2,340600000.0,100600000.0,240000000.0,0.7046388726,0,0.0,0.0,91500000.0,83200000.0,174700000.0,275300000.0,0.0,0.0,83300000.0,148600000.0,0.4362889019,65300000.0,0.1917204932,-77100000.0,-11800000.0,-0.0346447446,1000000.0,-12900000.0,-0.0378743394,-0.01,-0.01,1289355322,1289355322,,,0.2641630233252335,-0.0100050000026292,0.0662346511801965,0.0171403488417136,0.0779459302530416,-0.5588839536352416,-0.5588839536352416,-0.5588839536352416,3.0287229077726643,3868065966.0,7672665966.0,-74.96251872093023,11.35662350557839,45.2935124824356,175.02560932126696,-5.36784064113239,-5.36784064113239,22.526911233118028,51.63301457604307,89.84386377049181,347.1794554751131,-0.0033350000008764,0.0057134496139045,-5.419233971690258,0.8449488283532034,25.602960969044418,0.9295212765957448,0.0,-6.724409448818897,0.0014477519383649,-0.4341085271317829,0.0,0.0,0.0,0.7412177985948478,0.1858485026423957,0.7599039615846338,0.0,,0.0164703183912118,-0.0027911807343618,-4.019314855707401,-31800000.0,-720600000.0,-4922900000.0,975800000.0,74950000.0,252950000.0,0.0,20.95419847328244,230.2783300198807,0.0,4.295081967213115,0.3908313908313908,0.0,0.0179017485428809,0.0490943023384829,1994-08-11,,bmo,,2025-04-25,1994-06-30,,2.8870967741935485,1894509.677419355
1994-03-31,CMCSA,USD,1166691,1994-03-31,1994-03-30 19:00:00,1994,Q1,328700000.0,100900000.0,227800000.0,0.6930331609,0,0.0,0.0,86300000.0,77200000.0,163500000.0,264400000.0,0.0,0.0,77200000.0,141500000.0,0.4304837238,64300000.0,0.1956191056,-80800000.0,-16500000.0,-0.0501977487,-700000.0,-27400000.0,-0.0833586857,-0.0233,-0.0233,1173698865,1173698865,,,0.2800547992350661,-0.0233449999970818,0.0529948540079741,0.0279458394125651,0.2815032116436442,-0.5980239232829112,-0.5980239232829112,-0.5980239232829112,3.464006076209335,3544570572.3,7279870572.3,-32.340972375,10.783603809857013,56.98666514951768,108.0661759847561,-5.049965197748968,-5.049965197748968,22.147461430787956,51.44784856749117,117.03971981189711,221.9472735457317,-0.0077301324493648,0.0092535892094586,-5.792420572731158,0.8535648303661404,26.397879858657245,1.298128629812863,0.0,-3.9367088607594938,0.0016927297334375,-0.218978102189781,0.0,0.0,0.0,0.472668810289389,0.089443261332522,0.3808290155440414,0.0,,0.0138501262399048,-0.0057524353375881,-4.329688092524482,138600000.0,-701900000.0,-4861600000.0,1130300000.0,71400000.0,252000000.0,0.0,19.3306966839063,221.65510406342915,0.0,4.6558073654390935,0.4060362173038229,0.0,0.0390368998432825,0.025049014595409,1994-05-12,,bmo,,2025-04-25,1994-03-31,,3.4195238095238096,3313542.698412698
1993-12-31,CMCSA,USD,1166691,1993-12-31,1993-12-30 19:00:00,1993,Q4,337600000.0,0.0,337600000.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80800000.0,418400000.0,1.2393364929,337600000.0,1.0,-337600000.0,0.0,0.0,377500000.0,-39900000.0,-0.1181872038,-0.0339,-0.0339,1176911544,1176911544,,,0.2868524841319765,-0.033902293000195,0.0908309554316003,0.0410396178423414,0.1362889172238419,-0.7396477708438554,-2.8515312107432265,-0.7396477708438554,3.762134905187063,4754722637.76,9022022637.76,-29.79149522406015,14.083894069194312,44.478228603928905,98.44146247950312,-5.462059319655371,-5.462059319655371,26.724000704265404,21.56315161988528,84.39684413246025,186.7913589598344,-0.0083916566832166,0.0101583212481043,-5.086387133831131,0.8947921508396823,10.199091778202677,1.3060881264715776,0.0,-4.79372197309417,0.0010936494925495,-0.1303258145363408,0.0,0.0,0.502293717034133,0.5481758652946679,0.1735781990521327,0.7252475247524752,0.0,,,-0.0162010719506253,-4.761827707928405,182000000.0,-3356000000.0,-5042200000.0,3688500000.0,73200000.0,245350000.0,0.0,19.247630331753555,0.0,0.0,4.67590027700831,0.0,0.0,0.0458357265939115,0.0497913375892589,1994-03-16,,bmo,,2025-04-25,1993-12-31,,4.059375,7704731.25
1993-09-30,CMCSA,USD,1166691,1993-09-30,1993-09-29 20:00:00,1993,Q3,345900000.0,0.0,345900000.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84500000.0,430400000.0,1.2442902573,345900000.0,1.0,-345900000.0,0.0,0.0,361600000.0,-15700000.0,-0.0453888407,-0.0133,-0.0133,1176911544,1176911544,,,0.2939048408212402,-0.013340000002583,0.0639810191206689,0.0300787261204738,0.1292365605345783,-0.7247783440893838,-0.7247783440893838,-0.7247783440893838,3.539688280940169,4072113942.24,8085913942.24,-64.84257869808917,11.772517901821336,54.07853840956175,115.03146729491525,-4.773873320328254,-4.773873320328254,23.37644967400983,18.786974772862457,107.3826552754316,228.4156480858757,-0.0038554913302263,0.0086932734452236,-4.883821805392731,0.8894843599871891,9.325743494423792,1.395413306451613,0.0,-2.115168539325843,0.0012769780202023,-0.3312101910828025,0.0,0.0,0.0,0.5298804780876494,0.1153512575888985,0.472189349112426,0.0,,,-0.0033521938721041,-4.527740446736582,156900000.0,-853000000.0,-4982800000.0,1165500000.0,66550000.0,231150000.0,0.0,19.30615784908933,0.0,0.0,4.6617250673854445,0.0,0.0,0.0184056271981242,0.033902293000195,1993-11-05,,bmo,,2025-04-25,1993-09-30,,3.05125,3099107.21875
1993-06-30,CMCSA,USD,1166691,1993-06-30,1993-06-29 20:00:00,1993,Q2,345900000.0,0.0,345900000.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88500000.0,434400000.0,1.2558542931,345900000.0,1.0,-345900000.0,0.0,0.0,361600000.0,-15700000.0,-0.0453888407,-0.01,-0.01,1569215392,1569215392,,,0.2204286306159301,-0.0100050000019372,0.0488142038311079,0.0267649681580487,0.1058490764536166,-0.5331326752624664,-0.5331326752624664,-0.5331326752624664,2.5264218157758167,3828885556.48,7627285556.48,-60.96951523057325,11.069342458745302,49.98545112898172,91.1639418209524,-4.576721917857997,-4.576721917857997,22.05055090049147,17.558208002946593,99.572918491906,181.6020370590476,-0.0041004098368595,0.0109692492451019,-4.738823810662204,0.8922020929447507,8.74401473296501,1.1211172017749935,0.0,-4.47953216374269,0.0013058630053692,-0.3184713375796178,0.0,0.0,0.0,0.4516971279373368,0.1000289100896212,0.3909604519774011,0.0,,,-0.0035332508157983,-3.230802492663799,46400000.0,-836600000.0,-4850600000.0,1061600000.0,55150000.0,220950000.0,0.0,15.325238508239377,0.0,0.0,5.872665534804754,0.0,0.0,0.0187664355725555,0.0220492356730592,1993-08-11,,bmo,,2025-04-25,1993-06-30,,2.248253968253968,4422685.714285715
1993-03-31,CMCSA,USD,1166691,1993-03-31,1993-03-30 19:00:00,1993,Q1,345900000.0,0.0,345900000.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87700000.0,433600000.0,1.253541486,345900000.0,1.0,-345900000.0,0.0,0.0,361600000.0,-15700000.0,-0.0453888407,-0.61,-0.61,25585034,25585034,,,13.519622448029578,-0.6136399896908482,3.404333955546043,2.415474609101555,8.602685460570425,-32.0069928380787,-32.0069928380787,-32.0069928380787,160.87920774308918,66521088.400000006,3962521088.4,-1.059253,0.1923130627348944,0.7637323582089552,1.0763930161812298,-0.0812322486262058,-0.0812322486262058,11.455683979184736,9.138655646678966,45.49392753616533,64.11846421359223,-0.2360153806503262,0.9290286958082904,-5.026376846989865,0.8934253651971956,8.985239852398523,1.556289707750953,0.0,-3.644351464435146,0.0796739820029763,-0.3375796178343949,0.0,0.0,0.0,0.2904707233065442,0.0731425267418329,0.2884834663625997,0.0,,,-0.0034077836382974,-201.9676815750958,218900000.0,-818900000.0,-4813600000.0,1246700000.0,54600000.0,224650000.0,0.0,13.37380745880312,0.0,0.0,6.729571984435798,0.0,0.0,0.0191720600805959,0.9888593464444878,1993-05-17,,bmo,,2025-04-25,1993-03-31,,2.4620967741935487,3403756.4516129037
1992-12-31,CMCSA,USD,1166691,1992-12-31,1992-12-30 19:00:00,1992,Q4,261200000.0,76200000.0,185000000.0,0.7082695253,0,0.0,0.0,70900000.0,81500000.0,152400000.0,228600000.0,0.0,0.0,81500000.0,114100000.0,0.4368300153,32600000.0,0.1248085758,-120400000.0,-87800000.0,-0.3361408882,800000.0,-140900000.0,-0.5394333844,-0.12,-0.12,1202239365,1206319917,,,0.2172612273430258,-0.1171979591601544,0.0806827681940026,0.0518199634895501,0.1775020900268059,-0.1510514505570195,-0.1510514505570195,-0.1510514505570195,3.3776135753132657,2584814634.75,6432114634.75,-4.5862573363200845,9.895921266271056,26.647573554123717,41.48980152086678,-14.233560764041847,-14.233560764041847,24.62524745310107,56.37260854294478,66.31046015206185,103.24421564606742,-0.0545106786791416,0.0241023085997907,-22.36068281938326,0.9505606404644305,33.71866783523225,1.09420474853204,0.0,-1.0948081264108351,0.0018569996995023,-0.0340667139815471,0.0,0.0,0.0,0.3577319587628866,0.1328483920367534,0.4257668711656441,0.0,,0.0082918381621146,-0.0329829818113719,-3.49077739606372,36900000.0,-181600000.0,-4024900000.0,994000000.0,50900000.0,188100000.0,0.0,19.91577335375192,276.9685039370079,0.0,4.5190311418685125,0.3249466950959488,0.0,0.7758810572687225,0.0288628047044525,1992-12-30,,bmo,,2025-04-25,1992-12-31,,1.85640625,3208556.25
1992-09-30,CMCSA,USD,1166691,1992-09-30,1992-09-29 20:00:00,1992,Q3,221200000.0,66800000.0,154400000.0,0.6980108499,0,0.0,0.0,55900000.0,54700000.0,110600000.0,177400000.0,0.0,0.0,54700000.0,98500000.0,0.4452983725,43800000.0,0.1980108499,-93800000.0,-50000000.0,-0.226039783,2300000.0,-52300000.0,-0.236437613,-0.0434,-0.0434,1206319917,1206319917,,,0.1833676099372568,-0.0433549999987275,0.0344021510506155,0.8335268164191307,0.1309768642408977,-0.0175741108981457,-0.0175741108981457,-0.0175741108981457,2.1419691108357948,2147249452.26,4573149452.26,-10.264098720172084,9.707276004792044,51.74095065686747,2.135504179273993,-101.28535152169812,-101.28535152169812,20.67427419647378,46.42791322091371,110.19637234361448,4.548134711347588,-0.0243567415723188,0.4682734923702981,-121.88207547169812,0.7124462335943531,24.628426395939087,1.563222185539782,0.0,-0.7934990439770554,0.0022819891721675,-0.0936902485659655,0.0,0.0,0.0,23.228915662650603,4.358047016274864,17.62340036563071,0.0,,0.0133933990118981,-0.0144204257196426,-2.8657406308910343,170600000.0,-21200000.0,-3174500000.0,747300000.0,45450000.0,143600000.0,0.0,17.90235081374322,190.9131736526946,0.0,5.027272727272727,0.4714184897671136,0.0,2.4669811320754715,0.7991246653685152,1993-03-20,-0.01992,bmo,,2025-04-25,1992-09-30,1.0080321285140563,1.87296875,2296954.375
1992-06-30,CMCSA,USD,1166691,1992-06-30,1992-06-29 20:00:00,1992,Q2,221300000.0,67000000.0,154300000.0,0.6972435608,0,0.0,0.0,55700000.0,52100000.0,107800000.0,174800000.0,0.0,0.0,52100000.0,98600000.0,0.4455490285,46500000.0,0.2101220063,-80800000.0,-34300000.0,-0.1549932219,6000000.0,-40300000.0,-0.1821057388,-0.0334,-0.0334,1208395802,1208395802,,,0.183135359816485,-0.0333500000027309,0.0397220843704983,-0.8032136477084517,0.0866437965331494,0.0349223325090631,0.0349223325090631,0.0349223325090631,1.9774150125688703,2344287855.88,4629087855.88,-14.542728634491311,10.593257369543606,48.83933033083333,-2.415297605481146,55.55184492606635,55.55184492606635,20.91770382232264,46.94815269655172,96.43933033083331,-4.769305435689264,-0.0171907216508922,-0.4140276534579648,56.62322274881517,0.687151319951688,23.17241379310345,1.1851606492215965,0.0,-1.1910669975186103,0.0020475301221906,-0.119106699751861,0.0,0.0,0.0,21.22083333333333,4.602801626751017,19.550863723608444,0.0,,0.0166684293215279,-0.0115891183067809,-2.7270245349627587,55900000.0,42200000.0,-3077400000.0,629900000.0,42550000.0,141350000.0,0.0,19.073655671034796,195.44776119402985,0.0,4.718550106609808,0.4604810996563573,0.0,-0.9549763033175356,0.8429357320789501,1992-06-29,,bmo,,2025-04-25,1992-06-30,,1.781746031746032,2483842.8571428573
1992-03-31,CMCSA,USD,1166691,1992-03-31,1992-03-30 19:00:00,1992,Q1,196500000.0,65500000.0,131000000.0,0.6666666667,0,0.0,0.0,45200000.0,43700000.0,88900000.0,154400000.0,0.0,0.0,43700000.0,85800000.0,0.4366412214,42100000.0,0.2142493639,-73900000.0,-31800000.0,-0.1618320611,4900000.0,-36700000.0,-0.1867684478,-0.0334,-0.0334,1100449775,1100449775,,,0.1785633515168831,-0.0333500000034076,0.0597937329761369,0.0415284741186847,0.1014130790294359,0.0692444141760127,0.0692444141760127,0.0692444141760127,2.202553951178735,1760719640.0,4072919640.0,-11.994002997275206,8.960405292620866,26.758657142857142,38.52778205689278,23.10655695538058,23.10655695538058,20.727326412213745,47.46992587412588,61.89847477203647,89.12296805251641,-0.0208437500021298,0.0259552963241779,31.808398950131235,0.686142958244869,26.94871794871795,1.397896879240163,0.0,-1.79291553133515,0.0026693630792918,-0.1280653950953678,0.0,0.0,0.0,0.3054711246200607,0.1022900763358778,0.459954233409611,0.0,,0.0145880943128082,-0.0103892427459306,-3.0133587877738446,117300000.0,76200000.0,-3044200000.0,689500000.0,34150000.0,127750000.0,0.0,17.49618320610687,188.51908396946567,0.0,5.143979057591623,0.4774052478134111,0.0,-0.4816272965879265,0.0182652588574521,1992-03-30,,bmo,,2025-04-25,1992-03-31,,1.771111111111111,2599171.4285714286
1991-12-31,CMCSA,USD,1166691,1991-12-31,1991-12-30 19:00:00,1991,Q4,183900000.0,58500000.0,125400000.0,0.6818923328,0,0.0,0.0,46500000.0,41200000.0,87700000.0,146200000.0,0.0,0.0,41200000.0,78900000.0,0.4290375204,37700000.0,0.2050027189,-73200000.0,-35500000.0,-0.1930396955,4400000.0,-39900000.0,-0.2169657423,-0.0396,-0.0396,1006996502,1006996502,,,0.1826222828329149,-0.0396227791464562,0.0526317617734882,0.037438064506802,0.1248266500929712,0.0193645161242079,-0.3200606947093447,0.0193645161242079,1.772200793603154,1873013493.72,3531913493.7200003,-11.735673519548874,10.184956463947795,35.33987724,49.682055536339526,96.05197403692308,96.05197403692308,19.205619867971727,44.76442957820026,66.63987724,93.68470805623345,-0.0213025694335786,0.0201279916703236,91.51794871794873,0.6388172966781214,21.025348542458808,2.4423004161937194,0.0,-1.3283208020050126,0.0024559353231694,-0.1152882205513784,0.0,0.0,0.1223510882016036,0.2886792452830188,0.0831973898858075,0.3713592233009709,0.0,,0.01614812349708,-0.0162737580553063,-2.6075810539409403,381200000.0,-322300000.0,-2128600000.0,1227800000.0,110450000.0,107100000.0,0.0,14.73083197389886,182.0,0.0,6.1096345514950166,0.4945054945054945,0.0,-2.046153846153846,0.0151936972666862,1991-12-30,,bmo,,2025-04-25,1991-12-31,,1.79390625,2020176.5625
